日期,代码,名称,阶段,信号,置信度,信号依据,触发时间,信号强度,备注,信号定性,wash_level,wash_reason,need_l2,位置,量价配合,量柱形态
2024-12-20,002472,双环传动,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2024-12-23,002472,双环传动,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量增价跌,梯量柱
2024-12-24,002472,双环传动,拉升,拉升,0.4,量价形态+大盘共振+位置确认,2026-09-19 20:23:50,强信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2024-12-25,002472,双环传动,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+5.44% 当日+4.38% → 累计+0.10%（滞涨），量380030>1.5×20日均180521 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日+5.44% 当日+4.38% → 累计+0.10%（滞涨），量380030>1.5×20日均180521 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,梯量柱
2024-12-26,002472,双环传动,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+4.38% 当日+0.65% → 累计+0.05%（滞涨），量300250>1.5×20日均191378 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日+4.38% 当日+0.65% → 累计+0.05%（滞涨），量300250>1.5×20日均191378 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,价升量缩,缩量柱
2024-12-27,002472,双环传动,出货,出货,0.33,大盘共振,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2024-12-30,002472,双环传动,出货,出货,0.33,大盘共振,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2024-12-31,002472,双环传动,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-02,002472,双环传动,无明显迹象,无明显迹象,0.0,位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量增价跌,普通量柱
2025-01-03,002472,双环传动,洗盘,洗盘,0.75,位置确认,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-06,002472,双环传动,洗盘,洗盘,0.5,位置确认,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-01-07,002472,双环传动,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-01-08,002472,双环传动,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-01-09,002472,双环传动,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,价升量缩,平量柱
2025-01-10,002472,双环传动,无明显迹象,无明显迹象,0.0,量价形态+位置确认,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,中位,量价齐升,普通量柱
2025-01-13,002472,双环传动,拉升,拉升,0.4,量价形态+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（拉升 无显著增量）,normal,无对倒迹象,True,中位,量价齐升,梯量柱
2025-01-14,002472,双环传动,拉升,拉升,0.4,量价形态,2026-09-19 20:23:50,弱信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+3.66% 当日+7.10% → 累计+0.11%（滞涨），量463071>1.5×20日均196140 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=高位，前一日+3.66% 当日+7.10% → 累计+0.11%（滞涨），量463071>1.5×20日均196140 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,量价齐升,梯量柱
2025-01-15,002472,双环传动,拉升,拉升,0.6,量价形态,2026-09-19 20:23:50,弱信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日+7.10% 当日+3.55% → 累计+0.11%（滞涨），量567757>1.5×20日均214040 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=bear，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日+7.10% 当日+3.55% → 累计+0.11%（滞涨），量567757>1.5×20日均214040 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,梯量柱
2025-01-16,002472,双环传动,出货,出货,0.33,无维度命中,2026-09-19 20:23:50,无信号,[确认对倒-判据2] 判据2命中：位置=高位，前一日+3.55% 当日-0.90% → 累计+0.03%（滞涨），量456664>1.5×20日均238245 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段有迹象但0维命中，不预测）,confirmed,判据2命中：位置=高位，前一日+3.55% 当日-0.90% → 累计+0.03%（滞涨），量456664>1.5×20日均238245 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,高位,价跌量缩,缩量柱
2025-01-17,002472,双环传动,出货,出货,0.33,无维度命中,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段有迹象但0维命中，不预测）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-01-20,002472,双环传动,出货,出货,0.33,无维度命中,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段有迹象但0维命中，不预测）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-01-21,002472,双环传动,拉升,拉升,0.6,量价形态,2026-09-19 20:23:50,弱信号,[确认对倒-判据2] 判据2命中：位置=过峰，前一日-0.76% 当日+7.50% → 累计+0.07%（滞涨），量507293>1.5×20日均272463 [第22章高位对倒出货，第5章诱多，第4章位置决定性质]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,confirmed,判据2命中：位置=过峰，前一日-0.76% 当日+7.50% → 累计+0.07%（滞涨），量507293>1.5×20日均272463 [第22章高位对倒出货，第5章诱多，第4章位置决定性质],True,过峰,量价齐升,倍量柱
2025-01-22,002472,双环传动,无明显迹象,无明显迹象,0.0,无维度命中,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-01-23,002472,双环传动,出货,出货,0.5,无维度命中,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段有迹象但0维命中，不预测）,normal,无对倒迹象,True,高位,量增价跌,普通量柱
2025-01-24,002472,双环传动,拉升,拉升,0.4,量价形态,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,价升量缩,缩量柱
2025-01-27,002472,双环传动,无明显迹象,无明显迹象,0.0,无维度命中,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-02-05,002472,双环传动,无明显迹象,无明显迹象,0.0,量价形态,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2025-02-06,002472,双环传动,拉升,拉升,0.6,量价形态,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,量价齐升,梯量柱
2025-02-07,002472,双环传动,出货,出货,0.33,大盘共振,2026-09-19 20:23:50,弱信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率5.72%，前60日均值3.10%(有效)，|当日涨跌幅|0.78%<2.0% [第1章庄在散先，第23章日线近似]，环境=bull，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率5.72%，前60日均值3.10%(有效)，|当日涨跌幅|0.78%<2.0% [第1章庄在散先，第23章日线近似],True,高位,价跌量缩,平量柱
2025-02-10,002472,双环传动,出货,出货,0.33,大盘共振,2026-09-19 20:23:50,弱信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（出货全组：符号比71%负，中位数偏负；不实时分流个股牛熊，牛股子集偏弱/熊横子集明确反向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-02-11,002472,双环传动,无明显迹象,无明显迹象,0.0,大盘共振,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,价跌量缩,缩量柱
2025-02-12,002472,双环传动,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,平量柱
2025-02-13,002472,双环传动,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量增价跌,梯量柱
2025-02-14,002472,双环传动,洗盘,洗盘,0.75,大盘共振+位置确认,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],参考备注（洗盘 中性，无显著增量）,normal,无对倒迹象,True,中位,价跌量缩,缩量柱
2025-02-17,002472,双环传动,无明显迹象,无明显迹象,0.0,量价形态+大盘共振,2026-09-19 20:23:50,无信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],无明确信号（阶段无迹象，不预测方向）,normal,无对倒迹象,True,高位,量价齐升,普通量柱
2025-02-18,002472,双环传动,拉升,拉升,0.4,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,高位,量价齐升,梯量柱
2025-02-19,002472,双环传动,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,normal,无对倒迹象,True,过峰,量价齐升,梯量柱
2025-02-20,002472,双环传动,拉升,拉升,0.6,量价形态+大盘共振,2026-09-19 20:23:50,中信号,[疑似对倒-判据1] 判据1(高换手横盘): 判据1命中(绝对)：日换手率5.75%，前60日均值3.34%(有效)，|当日涨跌幅|0.73%<2.0% [第1章庄在散先，第23章日线近似]，环境=sideways，[日线近似，样本未显著，需人工确认]; [参考信息，非交易信号；相对随机日增量<5pp，仅作看盘辅助],谨慎提示（弱：拉升高位 80%负，中位数幅度不足）,suspicious,判据1(高换手横盘): 判据1命中(绝对)：日换手率5.75%，前60日均值3.34%(有效)，|当日涨跌幅|0.73%<2.0% [第1章庄在散先，第23章日线近似],True,过峰,价升量缩,缩量柱
